"svcode","asdclass","col","dd"
305,"high risk","a_red","2022-01-09"
307,"high risk","a_red","2022-01-09"
308,"high risk","a_red","2022-01-09"
309,"unknown risk","e_white","2022-01-09"
310,"high risk","a_red","2022-01-09"
311,"unknown risk","e_white","2022-01-09"
312,"unknown risk","e_white","2022-01-09"
313,"high risk","a_red","2022-01-09"
314,"unknown risk","e_white","2022-01-09"
316,"unknown risk","e_white","2022-01-09"
318,"unknown risk","e_white","2022-01-09"
319,"high risk","a_red","2022-01-09"
320,"high risk","a_red","2022-01-09"
321,"high risk","a_red","2022-01-09"
322,"high risk","a_red","2022-01-09"
323,"high risk","a_red","2022-01-09"
324,"high risk","a_red","2022-01-09"
325,"unknown risk","e_white","2022-01-09"
326,"high risk","a_red","2022-01-09"
327,"unknown risk","e_white","2022-01-09"
328,"high risk","a_red","2022-01-09"
402,"partial risk","c_purple","2022-01-09"
404,"unknown risk","e_white","2022-01-09"
405,"low risk","b_green","2022-01-09"
409,"high risk","a_red","2022-01-09"
411,"high risk","a_red","2022-01-09"
412,"low risk","b_green","2022-01-09"
413,"unknown","d_white","2022-01-09"
414,"unknown","d_white","2022-01-09"
415,"low risk","b_green","2022-01-09"
416,"low risk","b_green","2022-01-09"
418,"unknown","d_white","2022-01-09"
501,"unknown","d_white","2022-01-09"
503,"partial risk","c_purple","2022-01-09"
504,"partial risk","c_purple","2022-01-09"
505,"partial risk","c_purple","2022-01-09"
506,"low risk","b_green","2022-01-09"
508,"unknown","d_white","2022-01-09"
509,"low risk","b_green","2022-01-09"
510,"unknown","d_white","2022-01-09"
511,"unknown","d_white","2022-01-09"
512,"low risk","b_green","2022-01-09"
513,"partial risk","c_purple","2022-01-09"
514,"low risk","b_green","2022-01-09"
515,"low risk","b_green","2022-01-09"
601,"low risk","b_green","2022-01-09"
603,"low risk","b_green","2022-01-09"
604,"unknown","d_white","2022-01-09"
605,"low risk","b_green","2022-01-09"
612,"low risk","b_green","2022-01-09"
614,"low risk","b_green","2022-01-09"
617,"unknown","d_white","2022-01-09"
701,"unknown","d_white","2022-01-09"
710,"unknown","d_white","2022-01-09"
711,"partial risk","c_purple","2022-01-09"
713,"unknown","d_white","2022-01-09"
714,"low risk","b_green","2022-01-09"
715,"low risk","b_green","2022-01-09"
716,"unknown","d_white","2022-01-09"
717,"unknown","d_white","2022-01-09"
718,"low risk","b_green","2022-01-09"
722,"unknown","d_white","2022-01-09"
726,"unknown","d_white","2022-01-09"
801,"low risk","b_green","2022-01-09"
802,"low risk","b_green","2022-01-09"
803,"low risk","b_green","2022-01-09"
804,"low risk","b_green","2022-01-09"
805,"low risk","b_green","2022-01-09"
806,"low risk","b_green","2022-01-09"
807,"low risk","b_green","2022-01-09"
808,"low risk","b_green","2022-01-09"
901,"low risk","b_green","2022-01-09"
902,"low risk","b_green","2022-01-09"
903,"partial risk","c_purple","2022-01-09"
904,"low risk","b_green","2022-01-09"
905,"unknown","d_white","2022-01-09"
906,"partial risk","c_purple","2022-01-09"
907,"unknown","d_white","2022-01-09"
102,"unknown risk","e_white","2022-01-10"
103,"unknown risk","e_white","2022-01-10"
107,"unknown","d_white","2022-01-10"
109,"unknown risk","e_white","2022-01-10"
112,"high risk","a_red","2022-01-10"
202,"low risk","b_green","2022-01-10"
203,"low risk","b_green","2022-01-10"
301,"high risk","a_red","2022-01-10"
302,"unknown risk","e_white","2022-01-10"
303,"high risk","a_red","2022-01-10"
304,"high risk","a_red","2022-01-10"
305,"high risk","a_red","2022-01-10"
307,"high risk","a_red","2022-01-10"
308,"high risk","a_red","2022-01-10"
309,"unknown risk","e_white","2022-01-10"
310,"high risk","a_red","2022-01-10"
311,"unknown risk","e_white","2022-01-10"
312,"unknown risk","e_white","2022-01-10"
313,"high risk","a_red","2022-01-10"
314,"unknown risk","e_white","2022-01-10"
316,"unknown risk","e_white","2022-01-10"
318,"unknown risk","e_white","2022-01-10"
319,"high risk","a_red","2022-01-10"
320,"high risk","a_red","2022-01-10"
321,"high risk","a_red","2022-01-10"
322,"high risk","a_red","2022-01-10"
323,"high risk","a_red","2022-01-10"
324,"high risk","a_red","2022-01-10"
325,"unknown risk","e_white","2022-01-10"
326,"high risk","a_red","2022-01-10"
327,"unknown risk","e_white","2022-01-10"
328,"high risk","a_red","2022-01-10"
402,"partial risk","c_purple","2022-01-10"
404,"unknown risk","e_white","2022-01-10"
405,"low risk","b_green","2022-01-10"
409,"high risk","a_red","2022-01-10"
411,"high risk","a_red","2022-01-10"
412,"low risk","b_green","2022-01-10"
413,"unknown","d_white","2022-01-10"
414,"unknown","d_white","2022-01-10"
415,"low risk","b_green","2022-01-10"
416,"low risk","b_green","2022-01-10"
418,"unknown","d_white","2022-01-10"
501,"unknown","d_white","2022-01-10"
503,"partial risk","c_purple","2022-01-10"
504,"partial risk","c_purple","2022-01-10"
505,"partial risk","c_purple","2022-01-10"
506,"low risk","b_green","2022-01-10"
508,"unknown","d_white","2022-01-10"
509,"low risk","b_green","2022-01-10"
510,"unknown","d_white","2022-01-10"
511,"unknown","d_white","2022-01-10"
512,"low risk","b_green","2022-01-10"
513,"partial risk","c_purple","2022-01-10"
514,"low risk","b_green","2022-01-10"
515,"low risk","b_green","2022-01-10"
601,"low risk","b_green","2022-01-10"
603,"low risk","b_green","2022-01-10"
604,"unknown","d_white","2022-01-10"
605,"low risk","b_green","2022-01-10"
612,"low risk","b_green","2022-01-10"
614,"low risk","b_green","2022-01-10"
617,"unknown","d_white","2022-01-10"
701,"unknown","d_white","2022-01-10"
710,"unknown","d_white","2022-01-10"
711,"partial risk","c_purple","2022-01-10"
713,"unknown","d_white","2022-01-10"
714,"low risk","b_green","2022-01-10"
715,"low risk","b_green","2022-01-10"
716,"unknown","d_white","2022-01-10"
717,"unknown","d_white","2022-01-10"
718,"low risk","b_green","2022-01-10"
722,"unknown","d_white","2022-01-10"
726,"unknown","d_white","2022-01-10"
801,"low risk","b_green","2022-01-10"
802,"low risk","b_green","2022-01-10"
803,"low risk","b_green","2022-01-10"
804,"low risk","b_green","2022-01-10"
805,"low risk","b_green","2022-01-10"
806,"low risk","b_green","2022-01-10"
807,"low risk","b_green","2022-01-10"
808,"low risk","b_green","2022-01-10"
901,"low risk","b_green","2022-01-10"
902,"low risk","b_green","2022-01-10"
903,"partial risk","c_purple","2022-01-10"
904,"low risk","b_green","2022-01-10"
905,"unknown","d_white","2022-01-10"
906,"partial risk","c_purple","2022-01-10"
907,"unknown","d_white","2022-01-10"
102,"unknown risk","e_white","2022-01-11"
103,"unknown risk","e_white","2022-01-11"
107,"unknown","d_white","2022-01-11"
109,"unknown risk","e_white","2022-01-11"
112,"high risk","a_red","2022-01-11"
202,"low risk","b_green","2022-01-11"
203,"low risk","b_green","2022-01-11"
301,"high risk","a_red","2022-01-11"
302,"unknown risk","e_white","2022-01-11"
303,"high risk","a_red","2022-01-11"
304,"high risk","a_red","2022-01-11"
305,"high risk","a_red","2022-01-11"
307,"high risk","a_red","2022-01-11"
308,"high risk","a_red","2022-01-11"
309,"unknown risk","e_white","2022-01-11"
310,"high risk","a_red","2022-01-11"
311,"unknown risk","e_white","2022-01-11"
312,"unknown risk","e_white","2022-01-11"
313,"high risk","a_red","2022-01-11"
314,"unknown risk","e_white","2022-01-11"
316,"unknown risk","e_white","2022-01-11"
318,"unknown risk","e_white","2022-01-11"
319,"high risk","a_red","2022-01-11"
320,"high risk","a_red","2022-01-11"
321,"high risk","a_red","2022-01-11"
322,"high risk","a_red","2022-01-11"
323,"high risk","a_red","2022-01-11"
324,"high risk","a_red","2022-01-11"
325,"unknown risk","e_white","2022-01-11"
326,"high risk","a_red","2022-01-11"
327,"unknown risk","e_white","2022-01-11"
328,"high risk","a_red","2022-01-11"
402,"partial risk","c_purple","2022-01-11"
404,"unknown risk","e_white","2022-01-11"
405,"low risk","b_green","2022-01-11"
409,"high risk","a_red","2022-01-11"
411,"high risk","a_red","2022-01-11"
412,"low risk","b_green","2022-01-11"
413,"unknown","d_white","2022-01-11"
414,"unknown","d_white","2022-01-11"
415,"low risk","b_green","2022-01-11"
416,"low risk","b_green","2022-01-11"
418,"unknown","d_white","2022-01-11"
501,"unknown","d_white","2022-01-11"
503,"partial risk","c_purple","2022-01-11"
504,"partial risk","c_purple","2022-01-11"
505,"partial risk","c_purple","2022-01-11"
506,"low risk","b_green","2022-01-11"
508,"unknown","d_white","2022-01-11"
509,"low risk","b_green","2022-01-11"
510,"unknown","d_white","2022-01-11"
511,"unknown","d_white","2022-01-11"
512,"low risk","b_green","2022-01-11"
513,"partial risk","c_purple","2022-01-11"
514,"low risk","b_green","2022-01-11"
515,"low risk","b_green","2022-01-11"
601,"low risk","b_green","2022-01-11"
603,"low risk","b_green","2022-01-11"
604,"unknown","d_white","2022-01-11"
605,"low risk","b_green","2022-01-11"
612,"low risk","b_green","2022-01-11"
614,"low risk","b_green","2022-01-11"
617,"unknown","d_white","2022-01-11"
701,"unknown","d_white","2022-01-11"
710,"unknown","d_white","2022-01-11"
711,"partial risk","c_purple","2022-01-11"
713,"unknown","d_white","2022-01-11"
714,"low risk","b_green","2022-01-11"
715,"low risk","b_green","2022-01-11"
716,"unknown","d_white","2022-01-11"
717,"unknown","d_white","2022-01-11"
718,"low risk","b_green","2022-01-11"
722,"unknown","d_white","2022-01-11"
726,"unknown","d_white","2022-01-11"
801,"low risk","b_green","2022-01-11"
802,"low risk","b_green","2022-01-11"
803,"low risk","b_green","2022-01-11"
804,"low risk","b_green","2022-01-11"
805,"low risk","b_green","2022-01-11"
806,"low risk","b_green","2022-01-11"
807,"low risk","b_green","2022-01-11"
808,"low risk","b_green","2022-01-11"
901,"low risk","b_green","2022-01-11"
902,"low risk","b_green","2022-01-11"
903,"partial risk","c_purple","2022-01-11"
904,"low risk","b_green","2022-01-11"
905,"unknown","d_white","2022-01-11"
906,"partial risk","c_purple","2022-01-11"
907,"unknown","d_white","2022-01-11"
102,"unknown risk","e_white","2022-01-12"
103,"unknown risk","e_white","2022-01-12"
107,"unknown","d_white","2022-01-12"
109,"unknown risk","e_white","2022-01-12"
112,"high risk","a_red","2022-01-12"
202,"low risk","b_green","2022-01-12"
203,"low risk","b_green","2022-01-12"
301,"high risk","a_red","2022-01-12"
302,"unknown risk","e_white","2022-01-12"
303,"high risk","a_red","2022-01-12"
304,"high risk","a_red","2022-01-12"
305,"high risk","a_red","2022-01-12"
307,"high risk","a_red","2022-01-12"
308,"high risk","a_red","2022-01-12"
309,"unknown risk","e_white","2022-01-12"
310,"high risk","a_red","2022-01-12"
311,"unknown risk","e_white","2022-01-12"
312,"unknown risk","e_white","2022-01-12"
313,"high risk","a_red","2022-01-12"
314,"unknown risk","e_white","2022-01-12"
316,"unknown risk","e_white","2022-01-12"
318,"unknown risk","e_white","2022-01-12"
319,"high risk","a_red","2022-01-12"
320,"high risk","a_red","2022-01-12"
321,"high risk","a_red","2022-01-12"
322,"high risk","a_red","2022-01-12"
323,"high risk","a_red","2022-01-12"
324,"high risk","a_red","2022-01-12"
325,"unknown risk","e_white","2022-01-12"
326,"high risk","a_red","2022-01-12"
327,"unknown risk","e_white","2022-01-12"
328,"high risk","a_red","2022-01-12"
402,"partial risk","c_purple","2022-01-12"
404,"unknown risk","e_white","2022-01-12"
405,"low risk","b_green","2022-01-12"
409,"high risk","a_red","2022-01-12"
411,"high risk","a_red","2022-01-12"
412,"low risk","b_green","2022-01-12"
413,"unknown","d_white","2022-01-12"
414,"unknown","d_white","2022-01-12"
415,"low risk","b_green","2022-01-12"
416,"low risk","b_green","2022-01-12"
418,"unknown","d_white","2022-01-12"
501,"unknown","d_white","2022-01-12"
503,"partial risk","c_purple","2022-01-12"
504,"partial risk","c_purple","2022-01-12"
505,"partial risk","c_purple","2022-01-12"
506,"low risk","b_green","2022-01-12"
508,"unknown","d_white","2022-01-12"
509,"low risk","b_green","2022-01-12"
510,"unknown","d_white","2022-01-12"
511,"unknown","d_white","2022-01-12"
512,"low risk","b_green","2022-01-12"
513,"partial risk","c_purple","2022-01-12"
514,"low risk","b_green","2022-01-12"
515,"low risk","b_green","2022-01-12"
601,"low risk","b_green","2022-01-12"
603,"low risk","b_green","2022-01-12"
604,"unknown","d_white","2022-01-12"
605,"low risk","b_green","2022-01-12"
612,"low risk","b_green","2022-01-12"
614,"low risk","b_green","2022-01-12"
617,"unknown","d_white","2022-01-12"
701,"unknown","d_white","2022-01-12"
710,"unknown","d_white","2022-01-12"
711,"partial risk","c_purple","2022-01-12"
713,"unknown","d_white","2022-01-12"
714,"low risk","b_green","2022-01-12"
715,"low risk","b_green","2022-01-12"
716,"unknown","d_white","2022-01-12"
717,"unknown","d_white","2022-01-12"
718,"low risk","b_green","2022-01-12"
722,"unknown","d_white","2022-01-12"
726,"unknown","d_white","2022-01-12"
801,"low risk","b_green","2022-01-12"
802,"low risk","b_green","2022-01-12"
803,"low risk","b_green","2022-01-12"
804,"low risk","b_green","2022-01-12"
805,"low risk","b_green","2022-01-12"
806,"low risk","b_green","2022-01-12"
807,"low risk","b_green","2022-01-12"
808,"low risk","b_green","2022-01-12"
901,"low risk","b_green","2022-01-12"
902,"low risk","b_green","2022-01-12"
903,"partial risk","c_purple","2022-01-12"
904,"low risk","b_green","2022-01-12"
905,"unknown","d_white","2022-01-12"
906,"partial risk","c_purple","2022-01-12"
907,"unknown","d_white","2022-01-12"
102,"unknown risk","e_white","2022-01-13"
103,"unknown risk","e_white","2022-01-13"
107,"unknown","d_white","2022-01-13"
109,"unknown risk","e_white","2022-01-13"
112,"high risk","a_red","2022-01-13"
202,"low risk","b_green","2022-01-13"
203,"low risk","b_green","2022-01-13"
301,"high risk","a_red","2022-01-13"
302,"unknown risk","e_white","2022-01-13"
303,"high risk","a_red","2022-01-13"
304,"high risk","a_red","2022-01-13"
305,"high risk","a_red","2022-01-13"
307,"high risk","a_red","2022-01-13"
308,"high risk","a_red","2022-01-13"
309,"unknown risk","e_white","2022-01-13"
310,"high risk","a_red","2022-01-13"
311,"unknown risk","e_white","2022-01-13"
312,"unknown risk","e_white","2022-01-13"
313,"high risk","a_red","2022-01-13"
314,"unknown risk","e_white","2022-01-13"
316,"unknown risk","e_white","2022-01-13"
318,"unknown risk","e_white","2022-01-13"
319,"high risk","a_red","2022-01-13"
320,"high risk","a_red","2022-01-13"
321,"high risk","a_red","2022-01-13"
322,"high risk","a_red","2022-01-13"
323,"high risk","a_red","2022-01-13"
324,"high risk","a_red","2022-01-13"
325,"unknown risk","e_white","2022-01-13"
326,"high risk","a_red","2022-01-13"
327,"unknown risk","e_white","2022-01-13"
328,"high risk","a_red","2022-01-13"
402,"partial risk","c_purple","2022-01-13"
404,"unknown risk","e_white","2022-01-13"
405,"low risk","b_green","2022-01-13"
409,"high risk","a_red","2022-01-13"
411,"high risk","a_red","2022-01-13"
412,"low risk","b_green","2022-01-13"
413,"unknown","d_white","2022-01-13"
414,"unknown","d_white","2022-01-13"
415,"low risk","b_green","2022-01-13"
416,"low risk","b_green","2022-01-13"
418,"unknown","d_white","2022-01-13"
501,"unknown","d_white","2022-01-13"
503,"partial risk","c_purple","2022-01-13"
504,"partial risk","c_purple","2022-01-13"
505,"partial risk","c_purple","2022-01-13"
506,"low risk","b_green","2022-01-13"
508,"unknown","d_white","2022-01-13"
509,"low risk","b_green","2022-01-13"
510,"unknown","d_white","2022-01-13"
511,"unknown","d_white","2022-01-13"
512,"low risk","b_green","2022-01-13"
513,"partial risk","c_purple","2022-01-13"
514,"low risk","b_green","2022-01-13"
515,"low risk","b_green","2022-01-13"
601,"low risk","b_green","2022-01-13"
603,"low risk","b_green","2022-01-13"
604,"unknown","d_white","2022-01-13"
605,"low risk","b_green","2022-01-13"
612,"low risk","b_green","2022-01-13"
614,"low risk","b_green","2022-01-13"
617,"unknown","d_white","2022-01-13"
701,"unknown","d_white","2022-01-13"
710,"unknown","d_white","2022-01-13"
711,"partial risk","c_purple","2022-01-13"
713,"unknown","d_white","2022-01-13"
714,"low risk","b_green","2022-01-13"
715,"low risk","b_green","2022-01-13"
716,"unknown","d_white","2022-01-13"
717,"unknown","d_white","2022-01-13"
718,"low risk","b_green","2022-01-13"
722,"unknown","d_white","2022-01-13"
726,"unknown","d_white","2022-01-13"
801,"low risk","b_green","2022-01-13"
802,"low risk","b_green","2022-01-13"
803,"low risk","b_green","2022-01-13"
804,"low risk","b_green","2022-01-13"
805,"low risk","b_green","2022-01-13"
806,"low risk","b_green","2022-01-13"
807,"low risk","b_green","2022-01-13"
808,"low risk","b_green","2022-01-13"
901,"low risk","b_green","2022-01-13"
902,"low risk","b_green","2022-01-13"
903,"partial risk","c_purple","2022-01-13"
904,"low risk","b_green","2022-01-13"
905,"unknown","d_white","2022-01-13"
906,"partial risk","c_purple","2022-01-13"
907,"unknown","d_white","2022-01-13"
102,"unknown risk","e_white","2022-01-14"
103,"unknown risk","e_white","2022-01-14"
107,"unknown","d_white","2022-01-14"
109,"unknown risk","e_white","2022-01-14"
112,"high risk","a_red","2022-01-14"
202,"low risk","b_green","2022-01-14"
203,"low risk","b_green","2022-01-14"
301,"high risk","a_red","2022-01-14"
302,"unknown risk","e_white","2022-01-14"
303,"high risk","a_red","2022-01-14"
304,"high risk","a_red","2022-01-14"
305,"high risk","a_red","2022-01-14"
307,"high risk","a_red","2022-01-14"
308,"high risk","a_red","2022-01-14"
